Date,Vavuniya,Anuradhapura,Maha Illuppallama
20220226,0.0,0.0,0.6
20220227,0.0,0.0,0.0
20220228,0.0,0.0,0.0
20220301,0.0,0.0,0.0
20220302,0.0,0.0,0.0
20220303,4.6,0.1,0.1
20220304,8.0,14.6,1.9
20220305,0.0,0.0,0.0
20220306,0.0,0.0,0.0
20220307,0.0,0.0,0.0
20220308,0.0,0.0,0.0
20220309,0.0,0.0,0.0
20220310,0.0,0.0,0.0
20220311,0.0,0.0,0.0
20220312,0.0,0.0,0.6
20220313,0.0,0.0,0.0
20220314,0.0,0.0,0.0
20220315,0.0,0.0,0.0
20220316,0.0,0.0,0.0
20220317,0.0,0.0,1.8
20220318,0.0,0.0,0.0
20220319,0.0,0.0,0.0
20220320,0.0,0.0,0.0
20220321,0.0,0.0,0.0
20220322,0.0,0.0,0.0
20220323,3.5,48.5,1.1
20220324,0.0,0.0,8.8
20220325,16.2,2.5,4.5
20220326,0.0,24.4,21.2
20220327,0.0,0.0,0.0
20220328,0.0,0.0,0.0
20220329,2.1,0.0,0.0
20220330,10.1,0.0,0.0
20220331,5.8,0.0,0.0
20220401,1.5,0.0,0.0
20220402,0.0,0.0,0.0
20220403,18.3,34.3,27.3
20220404,11.4,0.0,0.0
20220405,16.7,16.5,17.5
20220406,0.0,0.0,12.9
20220407,0.0,23.3,29.7
20220408,7.6,53.6,36.7
20220409,66.4,30.5,17.5
20220410,57.4,54.3,10.6
20220411,73.5,0.0,4.5
20220412,40.3,53.3,49.2
20220413,3.2,29.1,2.0
20220414,16.3,0.5,0.1
20220415,0.0,0.0,0.0
20220416,0.0,0.0,0.0
20220417,0.0,0.0,0.0
20220418,0.0,0.0,0.0
20220419,0.0,2.2,0.0
20220420,0.0,0.0,0.0
20220421,4.2,49.9,8.9
20220422,23.7,41.2,75.9
20220423,2.9,3.1,8.9
20220424,0.0,0.0,0.0
20220425,0.0,0.0,0.0
20220426,0.0,0.0,0.0
20220427,0.0,0.0,0.0
20220428,13.0,28.3,29.5
20220429,0.0,20.9,12.9
20220430,0.0,0.0,0.0
20220601,0.0,0.0,0.0
20220602,0.0,0.0,0.0
20220603,0.0,0.0,0.0
20220604,0.0,0.0,0.0
20220605,0.0,0.0,0.0
20220606,0.0,0.0,0.0
20220607,0.0,0.0,0.0
20220608,0.0,0.0,0.0
20220609,0.0,0.0,0.0
20220610,0.0,0.0,0.0
20220611,0.0,0.0,0.0
20220612,0.0,0.0,0.0
20220613,0.0,0.0,0.0
20220614,1.3,0.0,0.2
20220615,3.4,0.0,0.0
20220616,1.7,2.8,1.4
20220617,78.3,10.9,0.0
20220618,1.4,0.0,0.0
20220619,0.0,0.0,0.0
20220620,0.0,0.0,0.0
20220621,0.0,0.0,0.0
20220622,0.0,0.0,0.0
20220623,0.0,0.0,0.0
20220624,0.0,0.0,0.5
20220625,0.0,0.0,0.0
20220626,0.0,0.0,0.0
20220627,0.0,0.0,0.0
20220628,0.0,0.0,0.0
20220629,0.0,0.0,0.0
20220630,0.0,0.0,0.0
20220701,0.0,0.0,0.0
20220702,0.0,0.0,0.0
20220703,0.0,0.0,0.0
20220704,0.0,0.0,0.0
20220705,0.0,0.0,0.0
20220706,0.0,0.0,0.0
20220707,0.0,0.0,0.0
20220708,0.0,0.0,0.0
20220709,0.0,0.0,0.0
20220710,0.0,0.0,0.0
20220711,0.0,0.0,0.0
20220712,0.0,0.0,0.0
20220713,0.0,0.0,0.0
20220714,0.0,0.0,0.0
20220715,0.0,0.0,0.0
20220716,0.0,0.0,0.0
20220717,0.0,0.0,0.0
20220718,18.0,0.6,0.9
20220719,0.8,25.7,105.3
20220720,51.2,0.0,0.0
20220721,0.0,14.7,0.3
20220722,0.0,0.0,0.0
20220723,0.0,0.0,0.0
20220724,0.0,0.0,0.0
20220725,9.2,7.8,18.2
20220726,0.0,25.8,21.4
20220727,14.3,7.4,3.4
20220728,35.6,5.1,30.5
20220729,0.3,0.0,0.0
20220730,13.8,0.0,0.0
20220731,0.7,0.0,0.0
20220801,0.0,2.6,1.3
20220802,0.0,0.0,0.4
20220803,0.0,0.0,0.2
20220804,0.0,0.0,0.5
20220805,0.0,0.0,0.0
20220806,0.0,0.0,0.0
20220807,0.0,0.0,0.0
20220808,0.0,0.0,0.0
20220809,0.0,0.0,0.0
20220810,0.0,0.0,0.0
20220811,0.0,0.0,0.0
20220812,0.0,0.0,0.0
20220813,0.0,0.0,0.0
20220814,0.0,0.0,0.0
20220815,15.8,0.0,0.0
20220816,8.0,0.0,0.0
20220817,0.0,0.0,0.0
20220818,9.4,0.0,0.0
20220819,0.0,0.0,0.0
20220820,18.6,0.0,0.0
20220821,0.0,0.0,0.0
20220822,0.0,0.0,0.0
20220823,0.0,0.0,0.0
20220824,12.3,0.0,0.0
20220825,0.0,0.0,0.0
20220826,0.0,17.4,24.0
20220827,0.0,0.0,0.0
20220828,32.2,0.0,0.0
20220829,0.0,0.6,11.5
20220830,5.3,33.9,54.8
20220831,2.4,0.5,4.4
20220901,0.7,1.5,1.4
20220902,0.0,0.2,0.1
20220903,0.0,0.0,0.2
20220904,0.0,0.0,0.0
20220905,15.1,35.3,23.1
20220906,0.0,0.0,0.0
20220907,0.0,0.0,0.0
20220908,0.0,0.0,0.0
20220909,0.0,0.0,0.0
20220910,0.0,0.0,0.0
20220911,0.0,0.0,0.0
20220912,0.0,0.0,0.0
20220913,0.0,0.0,0.0
20220914,0.0,0.0,0.0
20220915,0.0,0.0,0.0
20220916,0.0,0.0,0.0
20220917,0.0,0.0,0.0
20220918,0.0,0.0,0.0
20220919,0.0,0.0,0.0
20220920,0.0,0.0,0.0
20220921,0.0,0.0,0.0
20220922,0.0,0.0,0.0
20220923,0.0,0.0,0.0
20220924,0.0,0.0,0.0
20220925,6.7,2.8,1.1
20220926,0.5,0.0,0.0
20220927,21.1,1.3,0.0
20220928,0.0,0.0,0.0
20220929,0.0,0.0,0.2
20220930,0.0,0.0,0.0
20221001,0.0,0.0,0.0
20221002,0.0,0.0,0.0
20221003,0.0,0.0,0.0
20221004,0.0,0.0,0.0
20221005,0.0,0.0,0.0
20221006,0.0,0.0,0.0
20221007,2.2,0.0,0.0
20221008,20.7,0.0,0.7
20221009,2.7,0.0,11.1
20221010,82.2,0.2,0.0
20221011,1.2,0.4,0.0
20221012,2.3,0.0,0.0
20221013,10.2,15.5,0.6
20221014,0.0,32.4,7.2
20221015,22.1,8.1,0.5
20221016,0.0,8.1,1.1
20221017,10.1,10.7,1.1
20221018,0.5,2.1,5.1
20221019,0.0,0.6,2.1
20221020,11.8,41.7,21.0
20221021,6.7,20.3,11.3
20221022,19.8,0.8,22.0
20221023,2.5,0.0,4.0
20221024,0.0,0.0,0.0
20221025,0.0,11.8,0.0
20221026,0.0,0.0,0.0
20221027,0.0,0.0,0.0
20221028,0.0,0.0,0.0
20221029,5.6,0.0,0.0
20221030,8.1,14.0,7.6
20221031,2.8,2.5,8.9
20221101,21.8,30.9,15.3
20221102,0.0,6.1,9.1
20221103,7.6,13.0,55.3
20221104,13.0,45.8,1.8
20221105,1.7,11.0,16.3
20221106,0.0,3.3,0.0
20221107,9.9,1.0,0.0
20221108,22.4,55.9,49.3
20221109,12.6,1.0,5.7
20221110,3.6,3.8,4.6
20221111,2.4,3.3,20.2
20221112,15.3,22.6,1.2
20221113,0.0,0.8,7.8
20221114,2.5,8.6,12.8
20221115,0.0,0.0,0.0
20221116,0.0,0.0,0.0
20221117,0.0,0.0,0.0
20221118,0.0,0.0,0.0
20221119,0.0,0.0,0.0
20221120,0.0,0.0,0.0
20221121,0.0,0.0,0.0
20221122,0.0,0.0,0.0
20221123,0.0,0.0,0.0
20221124,0.0,0.0,0.0
20221125,0.0,0.0,0.0
20221126,0.0,0.0,0.0
20221127,0.0,0.0,0.0
20221128,0.0,0.0,0.0
20221129,0.0,0.0,0.0
20221130,0.0,0.0,0.0
20221201,0.5,2.3,1.5
20221202,26.4,6.2,2.3
20221203,6.9,15.7,23.9
20221204,35.4,1.3,0.0
20221205,0.0,0.2,0.0
20221206,0.0,0.0,0.0
20221207,4.4,1.9,1.8
20221208,86.7,40.2,19.4
20221209,1.7,0.2,1.6
20221210,0.5,0.0,6.3
20221211,0.0,0.0,0.8
20221212,5.9,2.1,10.7
20221213,0.0,1.7,0.0
20221214,0.0,0.0,0.0
20221215,0.0,0.0,0.0
20221216,0.0,0.0,1.9
20221217,0.0,0.0,1.2
20221218,5.0,2.3,5.5
20221219,37.1,106.6,70.4
20221220,0.0,0.4,0.0
20221221,21.9,68.7,27.3
20221222,1.0,0.6,1.4
20221223,0.7,1.6,1.5
20221224,18.1,30.7,46.3
20221225,9.1,18.5,6.8
20221226,0.0,7.8,8.7
20221227,0.0,0.6,3.9
20221228,0.0,0.6,0.7
20221229,0.0,0.0,0.0
20221230,0.0,0.0,0.0
20221231,0.0,0.0,0.0
20230101,0.0,0.0,0.0
20230102,0.0,0.0,0.0
20230103,0.0,0.0,0.0
20230104,0.0,0.0,0.0
20230105,13.6,8.1,4.3
20230106,2.1,10.4,9.0
20230107,33.1,80.0,52.0
20230108,0.0,0.0,0.0
20230109,0.0,0.0,0.0
20230110,0.0,0.0,0.0
20230111,0.0,0.0,0.0
20230112,0.0,0.0,0.0
20230113,0.0,0.0,0.0
20230114,0.0,0.0,0.0
20230115,0.0,0.0,0.0
20230116,0.0,0.0,2.1
20230117,0.0,0.0,0.0
20230118,0.0,0.0,0.0
20230119,0.0,0.0,0.0
20230120,0.0,0.0,0.0
20230121,0.0,2.7,3.6
20230122,0.3,0.0,0.6
20230123,5.9,40.0,41.1
20230124,0.0,0.0,0.0
20230125,0.0,0.0,0.0
20230126,0.0,0.0,0.0
20230127,0.0,0.0,0.0
20230128,0.0,0.0,0.0
20230129,3.6,0.0,0.0
20230130,2.3,8.1,0.0
20230131,0.6,0.0,0.9
20230201,29.3,30.5,15.1
20230202,189.2,17.8,32.4
20230203,0.0,0.8,8.5
20230204,4.6,8.2,8.9
20230205,0.0,0.0,0.0
20230206,0.0,0.3,1.8
20230207,0.0,0.0,4.6
20230208,0.0,0.0,0.0
20230209,0.0,0.0,0.0
20230210,0.0,0.0,0.0
20230211,0.0,0.0,0.0
20230212,0.0,0.0,0.0
20230213,0.0,0.0,0.0
20230214,0.0,0.0,0.0
20230215,0.0,0.0,0.0
20230216,0.0,0.0,0.0
20230217,0.0,0.0,0.0
20230218,0.0,1.4,4.8
20230219,0.0,0.0,0.0
20230220,0.0,0.6,7.1
20230221,0.0,0.0,0.0
20230222,0.0,0.0,0.0
20230223,0.0,0.0,0.0
20230224,0.0,0.0,0.0
20230225,0.0,0.0,0.0
20230226,0.0,0.0,0.0
20230227,9.8,1.6,0.3
20230228,3.3,7.9,9.7
20230301,0.0,0.0,0.0
20230302,0.0,0.0,0.0
20230303,0.0,0.0,0.0
20230304,0.0,0.0,0.6
20230305,0.0,0.0,0.0
20230306,0.0,0.0,0.0
20230307,0.4,0.0,0.0
20230308,0.0,0.0,0.0
20230309,0.0,0.0,0.0
20230310,0.0,0.0,0.0
20230311,0.0,0.0,0.0
20230312,0.0,0.0,0.0
20230313,0.0,0.0,0.0
20230314,0.0,0.0,0.0
20230315,0.0,1.3,10.7
20230316,0.0,0.0,0.0
20230317,0.0,0.0,0.0
20230318,0.0,26.9,116.6
20230319,0.0,0.0,16.7
20230320,13.9,10.4,0.0
20230321,0.0,0.0,0.0
20230322,1.5,11.5,17.0
20230323,22.6,11.2,2.9
20230324,19.8,0.0,0.8
20230325,0.0,0.0,0.0
20230326,0.0,6.3,1.7
20230327,0.0,0.0,0.0
20230328,0.0,0.0,0.0
20230329,0.0,0.0,0.0
20230330,0.0,0.0,3.5
20230331,0.0,4.6,0.0
20230401,0.0,6.4,2.9
20230402,0.0,11.1,40.3
20230403,0.0,32.3,0.0
20230404,23.5,88.0,2.3
20230405,0.0,1.4,2.4
20230406,0.0,0.0,0.0
20230407,0.0,0.0,0.0
20230408,0.0,0.0,0.0
20230409,0.0,2.1,1.7
20230410,0.0,0.0,0.0
20230411,0.0,0.0,0.0
20230412,0.0,0.0,0.0
20230413,0.0,0.0,0.4
20230414,0.0,0.0,0.0
20230415,0.0,39.5,10.4
20230416,36.6,0.0,1.0
20230417,0.0,1.8,0.0
20230418,0.0,0.0,0.0
20230419,0.0,0.0,0.0
20230420,3.0,0.3,3.7
20230421,0.1,0.0,0.0
20230422,0.0,0.0,4.1
20230423,0.0,0.2,0.0
20230424,0.0,0.0,0.0
20230425,0.0,0.0,0.1
20230426,0.0,3.7,2.3
20230427,0.0,0.0,0.0
20230428,0.0,0.0,0.2
20230429,6.6,0.0,2.0
20230430,11.1,87.7,33.6
20230501,15.6,12.8,5.2
20230502,1.5,0.0,0.0
20230503,16.9,6.3,7.3
20230504,51.6,55.6,36.5
20230505,0.0,0.0,0.0
20230506,66.4,7.6,12.4
20230507,9.0,7.8,1.7
20230508,0.0,0.7,4.6
20230509,1.8,2.2,20.0
20230510,9.1,0.0,0.0
20230511,0.0,0.0,0.0
20230512,0.0,0.0,0.0
20230513,0.0,0.0,0.0
20230514,0.0,0.0,0.0
20230515,0.0,0.0,0.0
20230516,0.0,0.0,0.0
20230517,0.0,0.0,0.0
20230518,3.6,3.5,0.0
20230519,0.0,0.0,0.0
20230520,0.0,0.0,0.0
20230521,0.0,0.0,0.0
20230522,0.0,0.0,0.2
20230523,0.0,0.0,0.0
20230524,0.0,0.0,0.0
20230525,0.0,0.0,0.0
20230526,0.0,0.0,0.0
20230527,0.0,0.0,0.0
20230528,0.0,0.0,0.0
20230529,3.4,24.7,0.7
20230530,0.0,0.0,0.0
20230531,0.0,0.0,0.0
20230601,0.0,0.0,0.0
20230602,0.0,0.0,0.0
20230603,0.0,0.0,0.0
20230604,0.0,0.0,0.0
20230605,0.0,0.0,0.0
20230606,0.0,0.0,0.0
20230607,0.0,0.0,0.0
20230608,0.0,0.0,0.0
20230609,0.0,0.0,0.0
20230610,0.0,0.0,0.0
20230611,0.0,0.0,0.0
20230612,0.0,0.0,0.6
20230613,0.0,0.0,0.0
20230614,0.0,0.0,0.0
20230615,0.0,0.0,0.0
20230616,0.0,0.0,0.0
20230617,0.0,0.0,0.0
20230618,18.0,1.8,0.0
20230619,0.0,0.0,0.0
20230620,0.0,0.0,0.0
20230621,2.0,0.0,0.0
